drugName,condition,review,rating,usefulCount
Metformin,Arthritis,I had headaches & nausea while taking this for Arthritis.,5,34
Gabapentin,GERD,Doctor prescribed this for GERD and it actually helped :),7,38
Fluoxetine,Migraine,I had headaches & nausea while taking this for Migraine.,5,100
Ibuprofen,Insomnia,Terrible experience!! didn't help my Insomnia at all.,2,59
Amoxicillin,Depression,"good results for Depression, will continue using.",7,70
Amlodipine,Insomnia,Terrible experience!! didn't help my Insomnia at all.,5,25
Prednisone,Insomnia,Waste of money for Insomnia treatment...,5,40
Amoxicillin,Hypertension,I feel much better now after using this medicine for Hypertension.,10,35
Gabapentin,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,10,81
Amoxicillin,,<p>This medication improved my Asthma a lot</p>,7,67
Gabapentin,Back Pain,"good results for Back Pain, will continue using.",10,1
Ciprofloxacin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,5,12
Gabapentin,Diabetes,Waste of money for Diabetes treatment...,5,31
Amlodipine,Anxiety,I had headaches & nausea while taking this for Anxiety.,1,48
Ibuprofen,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,10,35
Lisinopril,,Terrible experience!! didn't help my Anxiety at all.,1,50
Amoxicillin,Acne,THIS DRUG worked GREAT for my Acne!!!,10,95
Amoxicillin,Anxiety,not effective for my Anxiety :(,4,56
Omeprazole,Asthma,I had headaches & nausea while taking this for Asthma.,5,68
Metformin,Migraine,<p>This medication improved my Migraine a lot</p>,7,97
Metformin,Depression,THIS DRUG worked GREAT for my Depression!!!,7,12
Sertraline,Migraine,"good results for Migraine, will continue using.",9,29
Lisinopril,GERD,I had headaches & nausea while taking this for GERD.,6,58
Omeprazole,Migraine,Terrible experience!! didn't help my Migraine at all.,4,95
Paracetamol,Infection,Doctor prescribed this for Infection and it actually helped :),8,8
Metformin,Depression,THIS DRUG worked GREAT for my Depression!!!,8,47
Atorvastatin,Depression,not effective for my Depression :(,1,17
Atorvastatin,Arthritis,,8,43
Doxycycline,Infection,THIS DRUG worked GREAT for my Infection!!!,8,64
Sertraline,Back Pain,<p>This medication improved my Back Pain a lot</p>,9,63
Ciprofloxacin,Arthritis,I had headaches & nausea while taking this for Arthritis.,3,20
Gabapentin,Migraine,Waste of money for Migraine treatment...,5,45
Amlodipine,Acne,Terrible experience!! didn't help my Acne at all.,6,64
Prednisone,Hypertension,I had headaches & nausea while taking this for Hypertension.,5,96
Metformin,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),10,13
Lisinopril,Infection,Doctor prescribed this for Infection and it actually helped :),8,85
Sertraline,Anxiety,I feel much better now after using this medicine for Anxiety.,9,17
Amlodipine,Arthritis,Terrible experience!! didn't help my Arthritis at all.,2,81
Ciprofloxacin,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,1,24
Atorvastatin,Acne,Waste of money for Acne treatment...,5,80
Prednisone,Infection,not effective for my Infection :(,1,21
Doxycycline,Arthritis,I feel much better now after using this medicine for Arthritis.,8,53
Atorvastatin,GERD,I feel much better now after using this medicine for GERD.,7,58
Lisinopril,Arthritis,Terrible experience!! didn't help my Arthritis at all.,2,88
Sertraline,Hypertension,,5,69
Metformin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,7,24
Ciprofloxacin,Anxiety,not effective for my Anxiety :(,3,53
Azithromycin,Asthma,Waste of money for Asthma treatment...,1,72
Paracetamol,Allergy,Doctor prescribed this for Allergy and it actually helped :),9,49
Paracetamol,Infection,THIS DRUG worked GREAT for my Infection!!!,10,34
Ciprofloxacin,Anxiety,Terrible experience!! didn't help my Anxiety at all.,3,43
Azithromycin,Hypertension,,9,93
Sertraline,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,7,85
Metformin,Allergy,not effective for my Allergy :(,6,94
Paracetamol,Asthma,I feel much better now after using this medicine for Asthma.,10,65
Lisinopril,Asthma,Terrible experience!! didn't help my Asthma at all.,1,37
Gabapentin,Insomnia,,3,6
Paracetamol,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,3,42
Metformin,Diabetes,I had headaches & nausea while taking this for Diabetes.,1,10
Gabapentin,Arthritis,not effective for my Arthritis :(,2,93
Ibuprofen,Migraine,Doctor prescribed this for Migraine and it actually helped :),9,24
Atorvastatin,,"good results for Depression, will continue using.",8,96
Gabapentin,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,8,3
Gabapentin,GERD,I had headaches & nausea while taking this for GERD.,4,77
Lisinopril,Migraine,<p>This medication improved my Migraine a lot</p>,7,22
Metformin,Asthma,<p>This medication improved my Asthma a lot</p>,7,71
Metformin,Depression,"good results for Depression, will continue using.",7,29
Gabapentin,Anxiety,<p>This medication improved my Anxiety a lot</p>,7,50
Metformin,Depression,not effective for my Depression :(,1,56
Lisinopril,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,47
Ciprofloxacin,Insomnia,I feel much better now after using this medicine for Insomnia.,7,76
Prednisone,Acne,"good results for Acne, will continue using.",9,73
Atorvastatin,Anxiety,I feel much better now after using this medicine for Anxiety.,7,25
Metformin,Insomnia,not effective for my Insomnia :(,2,17
Atorvastatin,Allergy,"good results for Allergy, will continue using.",8,1
Atorvastatin,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),8,96
Atorvastatin,Allergy,I had headaches & nausea while taking this for Allergy.,3,5
Paracetamol,Diabetes,Terrible experience!! didn't help my Diabetes at all.,5,10
Doxycycline,GERD,I feel much better now after using this medicine for GERD.,9,45
Omeprazole,Infection,THIS DRUG worked GREAT for my Infection!!!,8,91
Sertraline,Anxiety,"good results for Anxiety, will continue using.",9,45
Lisinopril,GERD,THIS DRUG worked GREAT for my GERD!!!,8,43
Omeprazole,Insomnia,not effective for my Insomnia :(,5,65
Atorvastatin,Asthma,THIS DRUG worked GREAT for my Asthma!!!,7,26
Amoxicillin,Allergy,<div>Side effects were bad when I used this for Allergy</div>,3,2
Amlodipine,,Doctor prescribed this for Depression and it actually helped :),7,90
Azithromycin,Infection,,8,1
Omeprazole,Depression,THIS DRUG worked GREAT for my Depression!!!,7,74
Ibuprofen,Depression,THIS DRUG worked GREAT for my Depression!!!,8,16
Amlodipine,Depression,I had headaches & nausea while taking this for Depression.,1,8
Metformin,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),7,72
Amlodipine,,not effective for my Anxiety :(,5,85
Doxycycline,Infection,<div>Side effects were bad when I used this for Infection</div>,3,64
Lisinopril,Insomnia,<p>This medication improved my Insomnia a lot</p>,10,47
Omeprazole,Back Pain,Terrible experience!! didn't help my Back Pain at all.,4,81
Sertraline,Diabetes,,10,23
Lisinopril,Acne,<div>Side effects were bad when I used this for Acne</div>,2,31
Paracetamol,Back Pain,I feel much better now after using this medicine for Back Pain.,8,99
Fluoxetine,Asthma,"good results for Asthma, will continue using.",10,86
Ibuprofen,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,7,84
Lisinopril,Acne,Doctor prescribed this for Acne and it actually helped :),8,47
Sertraline,Acne,I feel much better now after using this medicine for Acne.,8,87
Metformin,Depression,"good results for Depression, will continue using.",9,88
Atorvastatin,Migraine,,6,96
Ciprofloxacin,Arthritis,I had headaches & nausea while taking this for Arthritis.,6,19
Omeprazole,Arthritis,Terrible experience!! didn't help my Arthritis at all.,6,72
Ciprofloxacin,GERD,I had headaches & nausea while taking this for GERD.,6,81
Doxycycline,Anxiety,I feel much better now after using this medicine for Anxiety.,9,69
Prednisone,Insomnia,I feel much better now after using this medicine for Insomnia.,7,10
Azithromycin,Diabetes,not effective for my Diabetes :(,6,71
Ibuprofen,Migraine,<div>Side effects were bad when I used this for Migraine</div>,3,74
Azithromycin,GERD,"good results for GERD, will continue using.",8,11
Ibuprofen,,I had headaches & nausea while taking this for Acne.,4,88
Doxycycline,Hypertension,Terrible experience!! didn't help my Hypertension at all.,3,88
Amlodipine,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,36
Doxycycline,Depression,not effective for my Depression :(,5,32
Prednisone,Diabetes,I feel much better now after using this medicine for Diabetes.,8,65
Omeprazole,GERD,THIS DRUG worked GREAT for my GERD!!!,10,77
Fluoxetine,Hypertension,not effective for my Hypertension :(,5,5
Gabapentin,,Doctor prescribed this for Infection and it actually helped :),10,53
Fluoxetine,Allergy,Terrible experience!! didn't help my Allergy at all.,3,70
Ciprofloxacin,Depression,not effective for my Depression :(,4,87
Doxycycline,Hypertension,I feel much better now after using this medicine for Hypertension.,7,17
Prednisone,Depression,THIS DRUG worked GREAT for my Depression!!!,9,87
Ciprofloxacin,Insomnia,I had headaches & nausea while taking this for Insomnia.,3,70
Amoxicillin,Infection,<div>Side effects were bad when I used this for Infection</div>,3,53
Atorvastatin,Infection,THIS DRUG worked GREAT for my Infection!!!,10,24
Gabapentin,Allergy,Waste of money for Allergy treatment...,2,63
Ibuprofen,Allergy,,9,93
Atorvastatin,Hypertension,not effective for my Hypertension :(,4,33
Doxycycline,Allergy,Waste of money for Allergy treatment...,3,32
Paracetamol,Acne,,5,98
Fluoxetine,Acne,<p>This medication improved my Acne a lot</p>,8,77
Ibuprofen,,not effective for my Acne :(,3,72
Gabapentin,Hypertension,I had headaches & nausea while taking this for Hypertension.,2,69
Amlodipine,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,1,11
Ibuprofen,Acne,not effective for my Acne :(,3,25
Atorvastatin,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,5,50
Omeprazole,Asthma,I feel much better now after using this medicine for Asthma.,10,3
Azithromycin,Arthritis,<p>This medication improved my Arthritis a lot</p>,8,3
Gabapentin,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,6,28
Paracetamol,Insomnia,I had headaches & nausea while taking this for Insomnia.,3,67
Metformin,Insomnia,I had headaches & nausea while taking this for Insomnia.,2,95
Ciprofloxacin,Depression,Waste of money for Depression treatment...,3,88
Azithromycin,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),8,2
Amlodipine,Arthritis,"good results for Arthritis, will continue using.",9,56
Ciprofloxacin,Depression,"good results for Depression, will continue using.",9,97
Ibuprofen,Infection,"good results for Infection, will continue using.",8,10
Amoxicillin,Asthma,I feel much better now after using this medicine for Asthma.,7,26
Atorvastatin,Infection,<p>This medication improved my Infection a lot</p>,10,41
Prednisone,Migraine,THIS DRUG worked GREAT for my Migraine!!!,10,46
Ibuprofen,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,9,46
Fluoxetine,Infection,I had headaches & nausea while taking this for Infection.,2,2
Ciprofloxacin,Acne,THIS DRUG worked GREAT for my Acne!!!,8,24
Metformin,GERD,,9,53
Lisinopril,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,2,100
Ibuprofen,Insomnia,I had headaches & nausea while taking this for Insomnia.,2,89
Sertraline,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,9,26
Azithromycin,Diabetes,,8,78
Atorvastatin,Depression,I had headaches & nausea while taking this for Depression.,6,28
Sertraline,Allergy,not effective for my Allergy :(,5,93
Omeprazole,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,10,25
Lisinopril,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,10,51
Amlodipine,Hypertension,I had headaches & nausea while taking this for Hypertension.,6,44
Azithromycin,Depression,<div>Side effects were bad when I used this for Depression</div>,6,39
Atorvastatin,Infection,<div>Side effects were bad when I used this for Infection</div>,4,79
Lisinopril,Migraine,I had headaches & nausea while taking this for Migraine.,2,63
Prednisone,Diabetes,I feel much better now after using this medicine for Diabetes.,7,5
Fluoxetine,Back Pain,Waste of money for Back Pain treatment...,2,59
Doxycycline,Hypertension,Terrible experience!! didn't help my Hypertension at all.,3,14
Amlodipine,Arthritis,"good results for Arthritis, will continue using.",7,50
Ciprofloxacin,Depression,I feel much better now after using this medicine for Depression.,7,29
Amoxicillin,Anxiety,<p>This medication improved my Anxiety a lot</p>,10,0
Gabapentin,Asthma,I feel much better now after using this medicine for Asthma.,10,38
Metformin,Migraine,I feel much better now after using this medicine for Migraine.,7,28
Amoxicillin,Allergy,I had headaches & nausea while taking this for Allergy.,3,58
Gabapentin,Acne,Doctor prescribed this for Acne and it actually helped :),8,82
Metformin,Acne,"good results for Acne, will continue using.",10,85
Gabapentin,Back Pain,Waste of money for Back Pain treatment...,2,24
Azithromycin,Acne,"good results for Acne, will continue using.",7,84
Sertraline,Insomnia,I feel much better now after using this medicine for Insomnia.,10,26
Ibuprofen,Back Pain,not effective for my Back Pain :(,2,30
Sertraline,GERD,Doctor prescribed this for GERD and it actually helped :),9,58
Amoxicillin,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,95
Amoxicillin,Acne,,8,34
Gabapentin,Diabetes,I feel much better now after using this medicine for Diabetes.,7,92
Prednisone,GERD,THIS DRUG worked GREAT for my GERD!!!,7,86
Doxycycline,Acne,<div>Side effects were bad when I used this for Acne</div>,2,98
Lisinopril,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,9,96
Lisinopril,Hypertension,I feel much better now after using this medicine for Hypertension.,9,74
Metformin,Hypertension,Waste of money for Hypertension treatment...,3,40
Doxycycline,Hypertension,"good results for Hypertension, will continue using.",7,33
Atorvastatin,Back Pain,Waste of money for Back Pain treatment...,1,75
Ciprofloxacin,Migraine,not effective for my Migraine :(,5,31
Omeprazole,Insomnia,<p>This medication improved my Insomnia a lot</p>,10,13
Lisinopril,Depression,THIS DRUG worked GREAT for my Depression!!!,10,81
Ciprofloxacin,Acne,I had headaches & nausea while taking this for Acne.,6,13
Amoxicillin,Asthma,THIS DRUG worked GREAT for my Asthma!!!,9,94
Ibuprofen,Acne,<p>This medication improved my Acne a lot</p>,7,79
Fluoxetine,Anxiety,,3,3
Metformin,Diabetes,Terrible experience!! didn't help my Diabetes at all.,1,49
Ibuprofen,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,7,62
Amoxicillin,Arthritis,Doctor prescribed this for Arthritis and it actually helped :),10,72
Metformin,Depression,<p>This medication improved my Depression a lot</p>,10,56
Gabapentin,Allergy,THIS DRUG worked GREAT for my Allergy!!!,9,40
Amoxicillin,Allergy,<div>Side effects were bad when I used this for Allergy</div>,1,25
Paracetamol,Arthritis,Waste of money for Arthritis treatment...,5,13
Atorvastatin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,8,48
Omeprazole,Back Pain,<p>This medication improved my Back Pain a lot</p>,8,32
Gabapentin,GERD,,8,75
Azithromycin,Allergy,Terrible experience!! didn't help my Allergy at all.,6,77
Atorvastatin,Allergy,,8,60
Amlodipine,GERD,Terrible experience!! didn't help my GERD at all.,5,31
Lisinopril,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),7,56
Azithromycin,Asthma,Waste of money for Asthma treatment...,5,70
Gabapentin,Infection,Terrible experience!! didn't help my Infection at all.,4,71
Azithromycin,Arthritis,Waste of money for Arthritis treatment...,1,59
Omeprazole,Back Pain,Waste of money for Back Pain treatment...,3,38
Fluoxetine,Depression,THIS DRUG worked GREAT for my Depression!!!,7,78
Gabapentin,Asthma,I had headaches & nausea while taking this for Asthma.,4,59
Paracetamol,Acne,"good results for Acne, will continue using.",9,60
Metformin,Allergy,I had headaches & nausea while taking this for Allergy.,4,47
Ibuprofen,Hypertension,I had headaches & nausea while taking this for Hypertension.,3,45
Ciprofloxacin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,8,5
Fluoxetine,Allergy,I feel much better now after using this medicine for Allergy.,7,12
Azithromycin,Back Pain,Waste of money for Back Pain treatment...,3,52
Fluoxetine,Allergy,I feel much better now after using this medicine for Allergy.,8,32
Amoxicillin,,<p>This medication improved my Depression a lot</p>,10,15
Prednisone,Diabetes,<p>This medication improved my Diabetes a lot</p>,10,21
Metformin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,8,95
Ibuprofen,Allergy,<div>Side effects were bad when I used this for Allergy</div>,1,5
Fluoxetine,Diabetes,<p>This medication improved my Diabetes a lot</p>,10,84
Amoxicillin,Arthritis,I feel much better now after using this medicine for Arthritis.,10,94
Omeprazole,Infection,<div>Side effects were bad when I used this for Infection</div>,2,20
Sertraline,Migraine,Terrible experience!! didn't help my Migraine at all.,6,22
Amoxicillin,Migraine,,9,12
Ciprofloxacin,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,3,46
Amlodipine,Insomnia,I had headaches & nausea while taking this for Insomnia.,4,34
Paracetamol,GERD,<div>Side effects were bad when I used this for GERD</div>,4,8
Paracetamol,Depression,Waste of money for Depression treatment...,6,45
Fluoxetine,Migraine,I had headaches & nausea while taking this for Migraine.,5,54
Amlodipine,Allergy,"good results for Allergy, will continue using.",10,12
Amoxicillin,Diabetes,Waste of money for Diabetes treatment...,5,69
Azithromycin,GERD,Terrible experience!! didn't help my GERD at all.,6,58
Paracetamol,Back Pain,I feel much better now after using this medicine for Back Pain.,7,26
Paracetamol,Anxiety,"good results for Anxiety, will continue using.",7,90
Gabapentin,Asthma,Terrible experience!! didn't help my Asthma at all.,3,59
Prednisone,GERD,<div>Side effects were bad when I used this for GERD</div>,2,23
Paracetamol,Infection,THIS DRUG worked GREAT for my Infection!!!,10,72
Ciprofloxacin,Infection,<div>Side effects were bad when I used this for Infection</div>,1,85
Lisinopril,Allergy,<p>This medication improved my Allergy a lot</p>,9,86
Metformin,GERD,THIS DRUG worked GREAT for my GERD!!!,7,17
Amlodipine,Allergy,Terrible experience!! didn't help my Allergy at all.,5,96
Gabapentin,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),9,31
Prednisone,Acne,I had headaches & nausea while taking this for Acne.,5,4
Omeprazole,Allergy,Terrible experience!! didn't help my Allergy at all.,3,55
Gabapentin,Migraine,Waste of money for Migraine treatment...,2,37
Doxycycline,Migraine,not effective for my Migraine :(,6,93
Metformin,Acne,I feel much better now after using this medicine for Acne.,8,58
Lisinopril,Asthma,THIS DRUG worked GREAT for my Asthma!!!,10,78
Gabapentin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,6,55
Omeprazole,,not effective for my Depression :(,1,81
Atorvastatin,,not effective for my Depression :(,3,85
Lisinopril,Infection,Terrible experience!! didn't help my Infection at all.,2,28
Omeprazole,Migraine,Doctor prescribed this for Migraine and it actually helped :),10,5
Doxycycline,Depression,I feel much better now after using this medicine for Depression.,8,6
Omeprazole,Depression,I feel much better now after using this medicine for Depression.,9,57
Paracetamol,GERD,I had headaches & nausea while taking this for GERD.,3,85
Atorvastatin,Infection,Doctor prescribed this for Infection and it actually helped :),8,96
Atorvastatin,Anxiety,I had headaches & nausea while taking this for Anxiety.,4,48
Gabapentin,Depression,"good results for Depression, will continue using.",9,16
Lisinopril,Depression,"good results for Depression, will continue using.",9,67
Sertraline,Allergy,THIS DRUG worked GREAT for my Allergy!!!,8,42
Azithromycin,Arthritis,,7,11
Prednisone,Allergy,Terrible experience!! didn't help my Allergy at all.,2,51
Fluoxetine,Migraine,THIS DRUG worked GREAT for my Migraine!!!,9,79
Paracetamol,Infection,THIS DRUG worked GREAT for my Infection!!!,10,32
Doxycycline,Insomnia,Waste of money for Insomnia treatment...,6,15
Ciprofloxacin,Anxiety,Waste of money for Anxiety treatment...,3,18
Fluoxetine,,I feel much better now after using this medicine for Diabetes.,9,100
Metformin,Arthritis,Waste of money for Arthritis treatment...,1,13
Azithromycin,Allergy,<p>This medication improved my Allergy a lot</p>,9,65
Ibuprofen,Infection,not effective for my Infection :(,3,22
Ibuprofen,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,9,71
Amlodipine,Acne,"good results for Acne, will continue using.",7,67
Paracetamol,Migraine,<div>Side effects were bad when I used this for Migraine</div>,2,30
Gabapentin,Asthma,not effective for my Asthma :(,1,30
Amoxicillin,Anxiety,I had headaches & nausea while taking this for Anxiety.,1,29
Ciprofloxacin,Hypertension,<p>This medication improved my Hypertension a lot</p>,8,11
Amlodipine,Migraine,not effective for my Migraine :(,6,5
Gabapentin,Diabetes,<p>This medication improved my Diabetes a lot</p>,8,69
Azithromycin,Allergy,THIS DRUG worked GREAT for my Allergy!!!,9,88
Fluoxetine,Allergy,Terrible experience!! didn't help my Allergy at all.,6,78
Lisinopril,Asthma,Doctor prescribed this for Asthma and it actually helped :),9,3
Doxycycline,Asthma,Doctor prescribed this for Asthma and it actually helped :),8,39
Amoxicillin,Insomnia,not effective for my Insomnia :(,6,84
Amlodipine,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),10,41
Ibuprofen,Anxiety,I feel much better now after using this medicine for Anxiety.,10,44
Amoxicillin,Allergy,I feel much better now after using this medicine for Allergy.,8,26
Ciprofloxacin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,9,88
Sertraline,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,73
Doxycycline,Diabetes,"good results for Diabetes, will continue using.",7,32
Gabapentin,Anxiety,I feel much better now after using this medicine for Anxiety.,9,22
Fluoxetine,Allergy,THIS DRUG worked GREAT for my Allergy!!!,10,64
Gabapentin,Migraine,<p>This medication improved my Migraine a lot</p>,8,47
Amlodipine,Insomnia,<p>This medication improved my Insomnia a lot</p>,10,62
Doxycycline,Infection,Terrible experience!! didn't help my Infection at all.,6,35
Sertraline,Depression,THIS DRUG worked GREAT for my Depression!!!,8,11
Amoxicillin,Infection,<p>This medication improved my Infection a lot</p>,8,57
Sertraline,Acne,THIS DRUG worked GREAT for my Acne!!!,9,59
Metformin,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,1,41
Lisinopril,Asthma,I feel much better now after using this medicine for Asthma.,7,97
Doxycycline,Asthma,<div>Side effects were bad when I used this for Asthma</div>,1,95
Omeprazole,Allergy,<div>Side effects were bad when I used this for Allergy</div>,2,87
Amoxicillin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,6,16
Atorvastatin,GERD,I had headaches & nausea while taking this for GERD.,1,89
Amoxicillin,GERD,not effective for my GERD :(,5,25
Prednisone,Anxiety,Waste of money for Anxiety treatment...,2,84
Omeprazole,Acne,"good results for Acne, will continue using.",9,54
Omeprazole,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,80
Gabapentin,Infection,not effective for my Infection :(,2,59
Fluoxetine,Insomnia,Waste of money for Insomnia treatment...,6,85
Omeprazole,Migraine,Waste of money for Migraine treatment...,2,41
Fluoxetine,Allergy,<p>This medication improved my Allergy a lot</p>,10,81
Fluoxetine,Diabetes,Terrible experience!! didn't help my Diabetes at all.,6,67
Prednisone,Allergy,"good results for Allergy, will continue using.",8,99
Omeprazole,Back Pain,<p>This medication improved my Back Pain a lot</p>,10,27
Fluoxetine,Arthritis,"good results for Arthritis, will continue using.",8,68
Lisinopril,Infection,Doctor prescribed this for Infection and it actually helped :),10,5
Amlodipine,Allergy,I feel much better now after using this medicine for Allergy.,7,80
Gabapentin,Hypertension,Waste of money for Hypertension treatment...,5,54
Metformin,Anxiety,Terrible experience!! didn't help my Anxiety at all.,6,50
Azithromycin,,I feel much better now after using this medicine for Diabetes.,8,14
Prednisone,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,1,56
Lisinopril,Acne,I had headaches & nausea while taking this for Acne.,1,12
Metformin,,I had headaches & nausea while taking this for Infection.,4,99
Atorvastatin,Hypertension,I had headaches & nausea while taking this for Hypertension.,4,85
Doxycycline,Back Pain,<p>This medication improved my Back Pain a lot</p>,10,22
Sertraline,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,7,40
Ibuprofen,Asthma,THIS DRUG worked GREAT for my Asthma!!!,10,4
Azithromycin,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,4,25
Fluoxetine,Allergy,Doctor prescribed this for Allergy and it actually helped :),9,55
Amlodipine,GERD,THIS DRUG worked GREAT for my GERD!!!,8,24
Gabapentin,Arthritis,"good results for Arthritis, will continue using.",8,33
Doxycycline,Diabetes,Waste of money for Diabetes treatment...,3,14
Paracetamol,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,10,72
Ibuprofen,Infection,Terrible experience!! didn't help my Infection at all.,1,90
Ibuprofen,Insomnia,I feel much better now after using this medicine for Insomnia.,7,19
Doxycycline,Anxiety,I had headaches & nausea while taking this for Anxiety.,2,8
Prednisone,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,1,53
Ciprofloxacin,Asthma,THIS DRUG worked GREAT for my Asthma!!!,7,41
Amlodipine,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),9,69
Azithromycin,Anxiety,"good results for Anxiety, will continue using.",7,30
Ciprofloxacin,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,1,42
Lisinopril,Asthma,<div>Side effects were bad when I used this for Asthma</div>,2,9
Metformin,Acne,I had headaches & nausea while taking this for Acne.,2,51
Gabapentin,Insomnia,Waste of money for Insomnia treatment...,6,86
Lisinopril,Infection,<div>Side effects were bad when I used this for Infection</div>,2,2
Fluoxetine,Acne,"good results for Acne, will continue using.",8,71
Ciprofloxacin,Asthma,Doctor prescribed this for Asthma and it actually helped :),10,0
Atorvastatin,,Waste of money for Allergy treatment...,3,66
Amlodipine,Insomnia,Waste of money for Insomnia treatment...,2,2
Prednisone,Allergy,,7,43
Gabapentin,GERD,I had headaches & nausea while taking this for GERD.,2,56
Ibuprofen,Migraine,Waste of money for Migraine treatment...,5,11
Paracetamol,Migraine,I had headaches & nausea while taking this for Migraine.,6,81
Atorvastatin,Allergy,Terrible experience!! didn't help my Allergy at all.,3,99
Paracetamol,Depression,Doctor prescribed this for Depression and it actually helped :),10,33
Azithromycin,Allergy,<p>This medication improved my Allergy a lot</p>,10,99
Atorvastatin,,,9,88
Prednisone,Anxiety,Waste of money for Anxiety treatment...,3,85
Metformin,Depression,"good results for Depression, will continue using.",7,27
Azithromycin,Depression,I feel much better now after using this medicine for Depression.,10,96
Prednisone,Acne,THIS DRUG worked GREAT for my Acne!!!,7,85
Azithromycin,Back Pain,I had headaches & nausea while taking this for Back Pain.,4,15
Azithromycin,Migraine,Terrible experience!! didn't help my Migraine at all.,3,29
Omeprazole,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,3,91
Paracetamol,Back Pain,not effective for my Back Pain :(,1,9
Gabapentin,GERD,I feel much better now after using this medicine for GERD.,8,93
Amlodipine,Asthma,Waste of money for Asthma treatment...,4,15
Ciprofloxacin,Acne,THIS DRUG worked GREAT for my Acne!!!,8,15
Fluoxetine,,Terrible experience!! didn't help my Acne at all.,4,57
Azithromycin,Insomnia,Terrible experience!! didn't help my Insomnia at all.,4,73
Atorvastatin,Depression,THIS DRUG worked GREAT for my Depression!!!,10,10
Metformin,Allergy,THIS DRUG worked GREAT for my Allergy!!!,9,100
Azithromycin,Depression,not effective for my Depression :(,2,6
Sertraline,Infection,Terrible experience!! didn't help my Infection at all.,5,47
Azithromycin,Depression,<div>Side effects were bad when I used this for Depression</div>,6,16
Omeprazole,Migraine,THIS DRUG worked GREAT for my Migraine!!!,8,47
Azithromycin,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),8,50
Amoxicillin,Back Pain,<p>This medication improved my Back Pain a lot</p>,7,84
Sertraline,Acne,,1,31
Gabapentin,Allergy,,7,33
Paracetamol,Infection,I had headaches & nausea while taking this for Infection.,2,16
Azithromycin,Allergy,,8,24
Ciprofloxacin,,Waste of money for Hypertension treatment...,5,60
Amoxicillin,Migraine,,5,100
Doxycycline,Infection,Waste of money for Infection treatment...,2,88
Doxycycline,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,38
Fluoxetine,Insomnia,Waste of money for Insomnia treatment...,6,69
Gabapentin,Depression,not effective for my Depression :(,5,93
Ibuprofen,,"good results for Insomnia, will continue using.",9,63
Lisinopril,Depression,Waste of money for Depression treatment...,1,32
Ibuprofen,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,1,87
Sertraline,Depression,THIS DRUG worked GREAT for my Depression!!!,10,84
